Word,freqInHam,freqInSpam
xxsp,0.0002070822116380203,0.0026702269692923898
justfound,0.0004141644232760406,0.0013351134846461949
edhae,0.0004141644232760406,0.0013351134846461949
angels,0.0004141644232760406,0.0013351134846461949
submitting,0.0004141644232760406,0.0013351134846461949
3230,0.0004141644232760406,0.0013351134846461949
lark,0.0004141644232760406,0.0013351134846461949
incident,0.0008283288465520812,0.0013351134846461949
liver,0.0004141644232760406,0.0013351134846461949
helens,0.0004141644232760406,0.0013351134846461949
occupy,0.0006212466349140609,0.0013351134846461949
strip,0.0002070822116380203,0.0026702269692923898
brown,0.0004141644232760406,0.0013351134846461949
yowifes,0.0004141644232760406,0.0013351134846461949
photos,0.0012424932698281218,0.0013351134846461949
activate,0.0004141644232760406,0.00801068090787717
smokin,0.0004141644232760406,0.0013351134846461949
cramps,0.0008283288465520812,0.0013351134846461949
admit,0.0006212466349140609,0.0013351134846461949
12mths,0.0002070822116380203,0.004005340453938585
hurricanes,0.0004141644232760406,0.0013351134846461949
clearer,0.0004141644232760406,0.0013351134846461949
09066382422,0.0002070822116380203,0.004005340453938585
rcb,0.0004141644232760406,0.0013351134846461949
usb,0.0006212466349140609,0.0013351134846461949
sittin,0.0004141644232760406,0.0013351134846461949
fill,0.0010354110581901014,0.0013351134846461949
amnow,0.0004141644232760406,0.0013351134846461949
bac,0.0004141644232760406,0.0013351134846461949
interfued,0.0004141644232760406,0.0013351134846461949
postcode,0.0002070822116380203,0.0053404539385847796
cumin,0.0002070822116380203,0.0026702269692923898
naughty,0.0016566576931041624,0.0013351134846461949
meaningless,0.0004141644232760406,0.0013351134846461949
wenwecan,0.0004141644232760406,0.0013351134846461949
wasting,0.0004141644232760406,0.0013351134846461949
bffs,0.0004141644232760406,0.0013351134846461949
staff,0.0008283288465520812,0.0013351134846461949
sunscreen,0.0004141644232760406,0.0013351134846461949
bell,0.0008283288465520812,0.0013351134846461949
jen,0.0010354110581901014,0.0013351134846461949
prometazine,0.0004141644232760406,0.0013351134846461949
connection,0.0010354110581901014,0.0026702269692923898
ortxt,0.0004141644232760406,0.0013351134846461949
gloucesterroad,0.0004141644232760406,0.0013351134846461949
4msgs,0.0002070822116380203,0.0026702269692923898
outfit,0.0004141644232760406,0.0013351134846461949
mileage,0.0004141644232760406,0.0013351134846461949
repair,0.0006212466349140609,0.0013351134846461949
absence,0.0004141644232760406,0.0013351134846461949
haf,0.004969973079312487,0.0013351134846461949
nahi,0.0004141644232760406,0.0013351134846461949
930,0.0006212466349140609,0.0013351134846461949
sounds,0.003520397597846345,0.0026702269692923898
alto18,0.0002070822116380203,0.0026702269692923898
20,0.0012424932698281218,0.010680907877169559
cust,0.0002070822116380203,0.006675567423230975
loses,0.0008283288465520812,0.0013351134846461949
sunny,0.001449575481466142,0.0013351134846461949
charts,0.0002070822116380203,0.0026702269692923898
flirting,0.0004141644232760406,0.0026702269692923898
grown,0.0004141644232760406,0.0013351134846461949
08712402902,0.0002070822116380203,0.0026702269692923898
prolly,0.0008283288465520812,0.0013351134846461949
txt82228,0.0002070822116380203,0.0026702269692923898
nver,0.0004141644232760406,0.0013351134846461949
reading,0.002899150962932284,0.0013351134846461949
massages,0.0004141644232760406,0.0013351134846461949
maaaan,0.0004141644232760406,0.0013351134846461949
props,0.0004141644232760406,0.0013351134846461949
dance,0.0006212466349140609,0.0013351134846461949
08717509990,0.0002070822116380203,0.0026702269692923898
smsrewards,0.0002070822116380203,0.0026702269692923898
young,0.0004141644232760406,0.0013351134846461949
plm,0.0006212466349140609,0.0013351134846461949
trust,0.0020708221163802027,0.0013351134846461949
status,0.0006212466349140609,0.0013351134846461949
desperate,0.0006212466349140609,0.0013351134846461949
telly,0.0006212466349140609,0.0013351134846461949
chasing,0.0006212466349140609,0.0026702269692923898
alerts,0.0002070822116380203,0.0026702269692923898
goes,0.005384137502588528,0.0013351134846461949
dressed,0.0006212466349140609,0.0013351134846461949
hunny,0.001449575481466142,0.0013351134846461949
petrol,0.0008283288465520812,0.0013351134846461949
50p,0.0002070822116380203,0.012016021361815754
chatting,0.0004141644232760406,0.004005340453938585
hanger,0.0004141644232760406,0.0013351134846461949
someplace,0.0004141644232760406,0.0013351134846461949
scoring,0.0002070822116380203,0.004005340453938585
www,0.0006212466349140609,0.1321762349799733
body,0.001449575481466142,0.0013351134846461949
room,0.00704079519569269,0.0013351134846461949
neck,0.0006212466349140609,0.0013351134846461949
age23,0.0002070822116380203,0.004005340453938585
plan,0.00683371298405467,0.0013351134846461949
mike,0.0004141644232760406,0.0013351134846461949
cann,0.0008283288465520812,0.0013351134846461949
a,0.183474839511286,0.3951935914552737
we,0.062124663491406086,0.06942590120160214
gnarls,0.0002070822116380203,0.0026702269692923898
watts,0.0004141644232760406,0.0013351134846461949
unemployed,0.0004141644232760406,0.0013351134846461949
havnt,0.0008283288465520812,0.0013351134846461949
scammers,0.0002070822116380203,0.0026702269692923898
notixiquating,0.0004141644232760406,0.0013351134846461949
properly,0.0006212466349140609,0.0013351134846461949
samantha,0.0004141644232760406,0.0013351134846461949
ow,0.0004141644232760406,0.0026702269692923898
gals,0.0012424932698281218,0.0013351134846461949
italian,0.0012424932698281218,0.0013351134846461949
importantly,0.0004141644232760406,0.0013351134846461949
30pm,0.0004141644232760406,0.0013351134846461949
fool,0.0010354110581901014,0.0013351134846461949
actual,0.0006212466349140609,0.0013351134846461949
pig,0.0010354110581901014,0.0013351134846461949
anot,0.0006212466349140609,0.0013351134846461949
xclusive,0.0002070822116380203,0.0026702269692923898
sem,0.0006212466349140609,0.0013351134846461949
sure,0.0142886726030234,0.0013351134846461949
1winaweek,0.0002070822116380203,0.0053404539385847796
w111wx,0.0002070822116380203,0.006675567423230975
pile,0.0004141644232760406,0.0013351134846461949
08718738034,0.0002070822116380203,0.0026702269692923898
here,0.024021536550010353,0.010680907877169559
fne,0.0004141644232760406,0.0013351134846461949
09094646631,0.0002070822116380203,0.0026702269692923898
fring,0.0004141644232760406,0.0013351134846461949
miracle,0.0018637399047421825,0.0013351134846461949
1205,0.0004141644232760406,0.0013351134846461949
fuelled,0.0004141644232760406,0.0013351134846461949
coping,0.0006212466349140609,0.0013351134846461949
hor,0.0006212466349140609,0.0013351134846461949
pocy,0.0004141644232760406,0.0013351134846461949
wuldnt,0.0004141644232760406,0.0013351134846461949
nus,0.0006212466349140609,0.0013351134846461949
tat,0.001449575481466142,0.0013351134846461949
steyn,0.0004141644232760406,0.0013351134846461949
zyada,0.0004141644232760406,0.0013351134846461949
750,0.0002070822116380203,0.0267022696929239
ranjith,0.0008283288465520812,0.0013351134846461949
2814032,0.0002070822116380203,0.0026702269692923898
computational,0.0004141644232760406,0.0013351134846461949
havebeen,0.0004141644232760406,0.0013351134846461949
300p,0.0002070822116380203,0.004005340453938585
slow,0.002277904328018223,0.0026702269692923898
yet,0.009939946158624974,0.004005340453938585
men,0.0016566576931041624,0.004005340453938585
nz,0.0004141644232760406,0.0013351134846461949
honeymoon,0.0004141644232760406,0.0013351134846461949
call,0.04638641540691654,0.4392523364485981
risks,0.0004141644232760406,0.0013351134846461949
raksha,0.0004141644232760406,0.0013351134846461949
plaza,0.0006212466349140609,0.0013351134846461949
wats,0.001449575481466142,0.0013351134846461949
childish,0.001449575481466142,0.0013351134846461949
confirmd,0.0006212466349140609,0.0013351134846461949
02,0.0002070822116380203,0.012016021361815754
privacy,0.0004141644232760406,0.0026702269692923898
barolla,0.0004141644232760406,0.0013351134846461949
lips,0.0004141644232760406,0.0013351134846461949
exp,0.0002070822116380203,0.0026702269692923898
bored,0.0041416442327604054,0.006675567423230975
sliding,0.0004141644232760406,0.0013351134846461949
somethin,0.0012424932698281218,0.0013351134846461949
deficient,0.0004141644232760406,0.0013351134846461949
bailiff,0.0002070822116380203,0.0026702269692923898
dvd,0.0004141644232760406,0.010680907877169559
bowl,0.0010354110581901014,0.0013351134846461949
audrey,0.0006212466349140609,0.0013351134846461949
isn,0.0031062331745703043,0.0013351134846461949
convinced,0.0004141644232760406,0.0013351134846461949
weekly,0.0002070822116380203,0.03337783711615487
dancing,0.0006212466349140609,0.0013351134846461949
bro,0.0008283288465520812,0.0013351134846461949
had,0.017394905777593703,0.025367156208277702
justthought,0.0004141644232760406,0.0013351134846461949
location,0.0006212466349140609,0.0013351134846461949
career,0.0008283288465520812,0.0026702269692923898
nething,0.0004141644232760406,0.0013351134846461949
frequently,0.0004141644232760406,0.0013351134846461949
dark,0.0006212466349140609,0.0026702269692923898
aeroplane,0.0006212466349140609,0.0013351134846461949
forum,0.0006212466349140609,0.0013351134846461949
n8,0.0004141644232760406,0.0013351134846461949
inner,0.0004141644232760406,0.0013351134846461949
varaya,0.0004141644232760406,0.0013351134846461949
postcard,0.0006212466349140609,0.0013351134846461949
you,0.27956098571132737,0.32443257676902537
returns,0.0012424932698281218,0.0013351134846461949
ugh,0.002692068751294264,0.0013351134846461949
dabooks,0.0004141644232760406,0.0013351134846461949
kicchu,0.0004141644232760406,0.0013351134846461949
97n7qp,0.0002070822116380203,0.0026702269692923898
west,0.0006212466349140609,0.0013351134846461949
geoenvironmental,0.0004141644232760406,0.0013351134846461949
figures,0.0006212466349140609,0.0013351134846461949
text,0.01387450817974736,0.14552736982643524
give,0.018844481259059846,0.012016021361815754
approved,0.0004141644232760406,0.0013351134846461949
mat,0.0002070822116380203,0.0026702269692923898
oyea,0.0004141644232760406,0.0013351134846461949
jot,0.0004141644232760406,0.0013351134846461949
ccna,0.0004141644232760406,0.0013351134846461949
relationship,0.0004141644232760406,0.0013351134846461949
ebay,0.0006212466349140609,0.0013351134846461949
happenin,0.0004141644232760406,0.0013351134846461949
canal,0.0006212466349140609,0.0013351134846461949
olave,0.0004141644232760406,0.0013351134846461949
simonwatson5120,0.0002070822116380203,0.0026702269692923898
says,0.005591219714226548,0.0013351134846461949
applebees,0.0006212466349140609,0.0013351134846461949
sculpture,0.0004141644232760406,0.0013351134846461949
150p16,0.0002070822116380203,0.004005340453938585
crowd,0.0004141644232760406,0.0013351134846461949
offdam,0.0004141644232760406,0.0013351134846461949
rather,0.0016566576931041624,0.0013351134846461949
seeing,0.0031062331745703043,0.0013351134846461949
apt,0.0004141644232760406,0.0013351134846461949
includes,0.0004141644232760406,0.0013351134846461949
teaching,0.0006212466349140609,0.0013351134846461949
arent,0.0006212466349140609,0.0013351134846461949
dogg,0.0004141644232760406,0.0013351134846461949
haventcn,0.0004141644232760406,0.0013351134846461949
networking,0.0008283288465520812,0.0013351134846461949
sorry,0.030855249534065023,0.0053404539385847796
2025050,0.0002070822116380203,0.0026702269692923898
haul,0.0004141644232760406,0.0013351134846461949
thot,0.0006212466349140609,0.0013351134846461949
eight,0.0008283288465520812,0.0013351134846461949
vibrator,0.0004141644232760406,0.0013351134846461949
morn,0.0008283288465520812,0.0013351134846461949
mtalk,0.0002070822116380203,0.004005340453938585
pounded,0.0004141644232760406,0.0013351134846461949
replies,0.0002070822116380203,0.0026702269692923898
sir,0.007869124042244772,0.0026702269692923898
evone,0.0004141644232760406,0.0013351134846461949
thanku,0.0004141644232760406,0.0013351134846461949
tooo,0.0006212466349140609,0.0013351134846461949
avoid,0.0006212466349140609,0.0013351134846461949
t4get2text,0.0004141644232760406,0.0013351134846461949
09061743386,0.0002070822116380203,0.004005340453938585
trackmarque,0.0002070822116380203,0.0026702269692923898
njan,0.0004141644232760406,0.0013351134846461949
uwana,0.0004141644232760406,0.0013351134846461949
subletting,0.0004141644232760406,0.0013351134846461949
jaya,0.0006212466349140609,0.0013351134846461949
wasted,0.0006212466349140609,0.0013351134846461949
significance,0.0004141644232760406,0.0013351134846461949
st,0.0018637399047421825,0.004005340453938585
african,0.0004141644232760406,0.0013351134846461949
shell,0.0004141644232760406,0.0013351134846461949
jamster,0.0002070822116380203,0.0053404539385847796
10,0.002899150962932284,0.036048064085447265
burgundy,0.0004141644232760406,0.0013351134846461949
nope,0.0033133153862083247,0.0013351134846461949
point,0.002899150962932284,0.0013351134846461949
salary,0.0012424932698281218,0.0013351134846461949
tops,0.0004141644232760406,0.0013351134846461949
09065394514,0.0002070822116380203,0.0026702269692923898
pro,0.0002070822116380203,0.0026702269692923898
txtin,0.0002070822116380203,0.006675567423230975
cstore,0.0004141644232760406,0.0013351134846461949
hiding,0.0004141644232760406,0.0013351134846461949
nic,0.0006212466349140609,0.0013351134846461949
vday,0.0006212466349140609,0.0013351134846461949
responce,0.0008283288465520812,0.0013351134846461949
08715203685,0.0002070822116380203,0.0026702269692923898
frnt,0.0004141644232760406,0.0013351134846461949
avoids,0.0004141644232760406,0.0013351134846461949
sarcastic,0.0006212466349140609,0.0013351134846461949
afghanistan,0.0004141644232760406,0.0013351134846461949
txtauction,0.0002070822116380203,0.009345794392523364
brainless,0.0004141644232760406,0.0013351134846461949
hours,0.003520397597846345,0.00801068090787717
gotany,0.0004141644232760406,0.0013351134846461949
os,0.0004141644232760406,0.0013351134846461949
sitter,0.0004141644232760406,0.0013351134846461949
saucy,0.0002070822116380203,0.0053404539385847796
blu,0.0002070822116380203,0.0026702269692923898
07973788240,0.0002070822116380203,0.0026702269692923898
7634,0.0002070822116380203,0.0026702269692923898
whn,0.0006212466349140609,0.0013351134846461949
iknow,0.0004141644232760406,0.0013351134846461949
errors,0.0004141644232760406,0.0013351134846461949
maintain,0.0008283288465520812,0.0013351134846461949
comp,0.0006212466349140609,0.014686248331108143
famamus,0.0004141644232760406,0.0013351134846461949
cumming,0.0004141644232760406,0.0013351134846461949
aunt,0.0006212466349140609,0.0013351134846461949
lucky,0.0020708221163802027,0.012016021361815754
pobox365o4w45wq,0.0002070822116380203,0.0026702269692923898
products,0.0004141644232760406,0.0013351134846461949
chick,0.0004141644232760406,0.0013351134846461949
katexxx,0.0004141644232760406,0.0013351134846461949
belovd,0.0010354110581901014,0.0013351134846461949
complete,0.0016566576931041624,0.0026702269692923898
cook,0.0010354110581901014,0.0013351134846461949
imagination,0.0004141644232760406,0.0013351134846461949
inpersonation,0.0004141644232760406,0.0013351134846461949
08718730555,0.0002070822116380203,0.0026702269692923898
wa,0.0008283288465520812,0.0013351134846461949
netflix,0.0004141644232760406,0.0013351134846461949
co,0.0006212466349140609,0.07076101468624833
were,0.011182439428453097,0.006675567423230975
08712103738,0.0002070822116380203,0.0026702269692923898
skateboarding,0.0004141644232760406,0.0013351134846461949
twice,0.0012424932698281218,0.0013351134846461949
swap,0.0002070822116380203,0.0026702269692923898
wrote,0.0004141644232760406,0.0026702269692923898
timi,0.0004141644232760406,0.0013351134846461949
flew,0.0004141644232760406,0.0013351134846461949
undrstnd,0.0004141644232760406,0.0013351134846461949
playng,0.0004141644232760406,0.0013351134846461949
outage,0.0004141644232760406,0.0013351134846461949
of,0.09463657071857527,0.1268357810413885
indyarocks,0.0006212466349140609,0.0013351134846461949
tall,0.0004141644232760406,0.0013351134846461949
getsleep,0.0004141644232760406,0.0013351134846461949
basket,0.0004141644232760406,0.0013351134846461949
bw,0.0004141644232760406,0.0013351134846461949
nte,0.0004141644232760406,0.0013351134846461949
sympathetic,0.0004141644232760406,0.0013351134846461949
peoples,0.0004141644232760406,0.0013351134846461949
neighbor,0.0004141644232760406,0.0013351134846461949
elsewhere,0.0008283288465520812,0.0013351134846461949
hvae,0.0002070822116380203,0.0026702269692923898
love,0.03541105819010147,0.012016021361815754
indian,0.001449575481466142,0.0013351134846461949
forward,0.0016566576931041624,0.0013351134846461949
paragraphs,0.0004141644232760406,0.0013351134846461949
limiting,0.0006212466349140609,0.0013351134846461949
go,0.048457237523296746,0.042723631508678236
sooner,0.0010354110581901014,0.0013351134846461949
iraq,0.0004141644232760406,0.0013351134846461949
wont,0.00704079519569269,0.0013351134846461949
crash,0.0006212466349140609,0.0013351134846461949
sparkling,0.0002070822116380203,0.0026702269692923898
syd,0.0004141644232760406,0.0013351134846461949
ltd,0.0002070822116380203,0.022696929238985315
smoked,0.0004141644232760406,0.0013351134846461949
graphics,0.0002070822116380203,0.0026702269692923898
transferred,0.0002070822116380203,0.0026702269692923898
quiet,0.0006212466349140609,0.0013351134846461949
dt,0.0006212466349140609,0.0013351134846461949
aries,0.0002070822116380203,0.0026702269692923898
600,0.0002070822116380203,0.004005340453938585
rice,0.0006212466349140609,0.0013351134846461949
tayseer,0.0006212466349140609,0.0013351134846461949
po,0.0008283288465520812,0.044058744993324434
total,0.0008283288465520812,0.0026702269692923898
locks,0.0004141644232760406,0.0013351134846461949
jetton,0.0004141644232760406,0.0013351134846461949
swat,0.0002070822116380203,0.0026702269692923898
kintu,0.0004141644232760406,0.0013351134846461949
946,0.0002070822116380203,0.0026702269692923898
presnts,0.0004141644232760406,0.0013351134846461949
particular,0.0004141644232760406,0.0013351134846461949
meive,0.0004141644232760406,0.0013351134846461949
membership,0.0006212466349140609,0.004005340453938585
newsletter,0.0002070822116380203,0.0026702269692923898
count,0.0006212466349140609,0.0013351134846461949
grams,0.0004141644232760406,0.0013351134846461949
2309,0.0002070822116380203,0.0026702269692923898
reminding,0.0006212466349140609,0.0013351134846461949
lancaster,0.0004141644232760406,0.0013351134846461949
chk,0.0004141644232760406,0.0013351134846461949
regretted,0.0004141644232760406,0.0013351134846461949
12hours,0.0002070822116380203,0.0026702269692923898
differences,0.0004141644232760406,0.0013351134846461949
ni8,0.003520397597846345,0.0013351134846461949
korche,0.0004141644232760406,0.0013351134846461949
sux,0.0006212466349140609,0.0013351134846461949
html,0.0002070822116380203,0.0026702269692923898
trav,0.0002070822116380203,0.004005340453938585
1843,0.0004141644232760406,0.0013351134846461949
28,0.0002070822116380203,0.009345794392523364
messaging,0.0002070822116380203,0.004005340453938585
tensed,0.0004141644232760406,0.0013351134846461949
